id,created_at,text,time_zone,place,coordinates,location,user_name,screen_name,retweet_count,favourite_count
1164556116669296645,2019-08-22 15:13:09,b'@kafilaa_ @bis_tingkat @eko_kuntadhi kasitau itu ke orang Native American yang mampus gegara kukuh gamau pake vaksin',,,,b'Outer Heaven',b'Muhammad Faiz Atorik',b'altefalken',0,0
1164555609665986566,2019-08-22 15:11:08,"b'@altefalken @bis_tingkat @eko_kuntadhi alam menyediakan semuanya,tp tidak utk yg serakah :) ,saya yakin banyak spesies tumbuhan atau hewan yg bisa dijadikan ""vaksin"" menurut mereka'",,,,b'Bandung City Pride',b'kafila',b'kafilaa_',0,0
1164554285960425472,2019-08-22 15:05:52,b'@lianassss @nrrmra Anti vaksin dia terima tak?',,,,"b'Kemaman, Terengganu'",b'Ben Adib\xf0\x9f\x8d\x81',b'AdiebBahar',0,0
1164553358784339970,2019-08-22 15:02:11,"b'@kafilaa_ @bis_tingkat @eko_kuntadhi itu satu, dua emang vaksin dll bisa diadain kudu pake apaan?'",,,,b'Outer Heaven',b'Muhammad Faiz Atorik',b'altefalken',0,0
1164552072957583360,2019-08-22 14:57:05,"b""Selesai sudah ya juu imunisasi'e sing awit bayi sampe 2 tahun lka sing kliwat, sehat trus y jagoan'y bhunda kro ayah pinter pisan d suntik ora nangis ngomong'e jeh dah gk sakit,\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98""",,,,b'jakarta',"b""SobirinCah'IM""",b'SonieRinie',0,0
1164549120054349825,2019-08-22 14:45:21,"b""@locige 'saya tak terima vaksin'""",,,,b'',b'\xf0\x9f\x90\xa2',b'quersx_',0,2
1164549093617573889,2019-08-22 14:45:14,"b'@uknowchoongjae @40MRKIM Sama waktu mau ada imunisasi, ditakut2in koko kalo jarumnya gede banget'",,,,b'',b'Arin',b'dongwanist',0,0
1164548988466368512,2019-08-22 14:44:49,"b'Presiden @jokowi, Lindungi putri kita dari kanker serviks dengan Program Imunisasi Nasional HPV segera! - Tandatangani Petisi! https://t.co/rCJ9MPruwW lewat @ChangeOrg_ID'",,"Place(_api=<tweepy.api.API object at 0x000001CDB95246A0>, id='6ab2f5132f36eb85', url='https://api.twitter.com/1.1/geo/id/6ab2f5132f36eb85.json', place_type='city', name='Kuta', full_name='Kuta, Indonesia', country_code='ID', country='Indonesia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001CDB95246A0>, type='Polygon', coordinates=[[[115.083847, -8.849261], [115.240267, -8.849261], [115.240267, -8.601695], [115.083847, -8.601695]]]), attributes={})",,b'',b'vialita',b'vialitarahmani',0,0
1164548298528579584,2019-08-22 14:42:05,b'Ternyata pake ini ya sertifikatnya.... krtu yang sama buat vaksin meningitis dulu. Tinggal minta legalisir ICV ke KKP setelah vaksin.\n\nYaowoooo bayanganku sertifikat macam kelulusan sekolah gitu \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/qQpuCV6Ess',,,,b'Indonesia',b'Penikmat Jalan & Jajan',b'odheng5',0,0
1164546980112003073,2019-08-22 14:36:50,b'@ImanAbdulRahim Walaupun memula cakap cucuk dadah.... Nasib baik bofen saya bukan anti-vaksin hshsshhshs https://t.co/rcBlqOR74N',,,,b'',b'wendy',b'niharafrunitis',0,1
1164546404297007105,2019-08-22 14:34:33,b'Ingatkan vaksin je problem dkt malaysia ni https://t.co/8wV2xNpwu2',,,,b'',b'Lilian\xf0\x9f\x90\xac',b'adlynnnx_',2,1
1164546197924634624,2019-08-22 14:33:44,b'@C_ArielJKT48 @N_TasyaJKT48 Gininih kalau nimbangnya dulu pas imunisasi pake timbangan beras \xf0\x9f\x98\x82\xf0\x9f\x98\x82',,,,b'',b'Keitara Sato',b'Keichan_Sato',0,0
1164543776959991809,2019-08-22 14:24:07,"b'Peduli Akan Kesehatan, BabinsaKoramil 04/SB Serda Evo F Panjaitan Bantu Pelaksanaan Imunisasi\xc2\xa0Anak https://t.co/mL2ti07JmW https://t.co/f2rGYkQxGW'",,,,b'',b'Wartapembaruan.com',b'WartapembaruanC',0,0
1164542980138475527,2019-08-22 14:20:57,b'@Shooky20036350 @BTS_twt Mohon maaf itu adiknya sudah di imunisasi belum buk? Kalo belum tolong anter kerumah saya skrg ya',,,,"b'DKI Jakarta, Indonesia'",b'MJ',b'Haiminji',0,0
1164542444601372672,2019-08-22 14:18:49,b'`\n       Maedeth kembali mengambil quil dan membasahi ujungnya dengan tinta untuk kembali mencatat.\n\n- Kerugian\n\xe2\x9c\x92\xef\xb8\x8f 1. Materi. Asset dari pemilik digunakan untuk membeli makanan dan vaksin.\n\xe2\x9c\x92\xef\xb8\x8f 2. Waktu. Digunakan untuk merawat dan mengajak bermain pet agar pet tidak stress',,,,b'',b'm a e',b'imouryz',0,0
1164541902491803653,2019-08-22 14:16:40,b'VAKSIN\n\nSaya setuju dengan pendapat abang ini tentang vaksin. Beliau kandidiad Dr. Farmasi dan Aleg terpilih DPRD Pasaman 2019 2014.\n\nTerimakasih tulisan nya bg Farizal Farisfari. Sangat mencerah kan.\n\nCc buk guru Winda Agustin https://t.co/RPSFj2y84d',,,,b'',b'Edrianosmoy',b'edrianosmoy',0,0
1164540287777034242,2019-08-22 14:10:15,"b'Dia dari pulang sekolah kerjaannya rebahan terus, disuruh makan gamau, pas aku becandain kepegang tangannya nangis eh taunya abis imunisasi campak di sklhnya katanya jd lemes trs sakit hadeh bocah\xf0\x9f\x98\xa5 https://t.co/fNkad7AkMd'",,,,b'ngatau ini dmn gelap',b'\xf0\x9f\x8d\x91',b'hanifaisntcute',0,3
1164539257928609793,2019-08-22 14:06:09,"b'@odheng5 Wah,  jangan sampe semoga deh.  kalau harus ada vaksin polio segala jadi nambah biaya lagi \xf0\x9f\x98\xb5'",,,,b'',b'Sam',b'OdhivSam',0,0
1164538740221460485,2019-08-22 14:04:06,b'@R_AmelJKT48 saya pas imunisasi dikasih nya voucher Tokopedia masa',,,,"b'JAKARTA, INDONESIA'",b'xg',b'xiaomigeek',0,0
1164538224871477248,2019-08-22 14:02:03,"b'@nursyahirahnsd Kalau wajib kesian golongan yang tak mampu untuk ambil vaksin atas sebab alahan, kondisi kesihatan, faktor umur, dll. Kerana itu jatuh hukum harus bukan wajib. Anti-vax community ni jelas menentang vaksin sekeras-kerasnya walaupun badan sihat walafiat.'",,,,b'MY',b'nurul syafiqah',b'nrlsyfazhar',0,0
1164538115584737281,2019-08-22 14:01:37,b'@alfzhd Awak nak vaksin tak anak awak?',,,,b'',b'badrulsaffie',b'badrulsaffie',0,0
1164538109473636353,2019-08-22 14:01:36,"b'@nursyahirahnsd Yes, mufti jelas mengatakan hukum vaksin harus, means adalah lebih baik kalau kita melakukannya. Islam pun ajar mencegah lebih baik dari merawat, vaksin salah satu cara pencegahan.'",,,,b'MY',b'nurul syafiqah',b'nrlsyfazhar',0,0
1164537457628463104,2019-08-22 13:59:00,b'@tatafsfk @Ladadddee @grutarmy vaksin TT juga cuma buat perempuan doang ya wkwk\n\nkalau gitu beneran tersinggung gak sih calon pasangan?',,,,b'',b'\xf0\x9f\x8c\xbb',b'gendis____',0,0
1164537405115756544,2019-08-22 13:58:48,"b'""Beberapa vaksin lain juga berhasil dikembangkan, seperti untuk tuberkulosis dan difteri, pertussis, tetanus atau yang disediakan dalam satu kali injeksi dengan vaksinasi DPT."" \n\n""Tapi, di vaksin bukan berarti seribu persen tidak terkena penyakit ya.""'",,,,b'',b'Ha Jiseob',b'gihs_jiseob',0,0
1164537053729607681,2019-08-22 13:57:24,"b'""Virus yang dilemahkan atau tidak aktif dapat dimanfaatkan oleh para ilmuwan untuk membuat vaksin. Salah satu penyakit yang berhasil dieradikasi adalah penyakit smallpox yang disebabkan oleh virus variola, dinyatakan WHO pada tahun 1980."" tuturnya sembari mengedarkan pandangan.'",,,,b'',b'Ha Jiseob',b'gihs_jiseob',0,0
1164536940282040320,2019-08-22 13:56:57,"b'@strwxxberry \xe2\x96\xbe\n\n\xf0\x9f\x93\x91 Pet Lesson\nKerugian Memiliki Pet\n\n\xe2\x9c\x92 Pemilik harus mengorbankan materi.\nSaat sudah memiliki pet, berarti harus siap untuk mengeluarkan sedikit asset untuk membeli makanan dan vaksin.'",,,,"b""D-61256 lap's""",b'Adhel',b'aradhelben',0,0
1164535486062350336,2019-08-22 13:51:10,"b'Dyah Erti Idawati: Di Aceh, Masalah Kesehatan, Imunisasi dan Sanitasi Masih Tinggi #Aceh #NanggroeAcehDarussalam #InfoAceh https://t.co/6krEh0Ibmv https://t.co/5hajlkwrmc'",,,,b'Indonesia',b'Berita Aceh',b'acehupdate_',0,1
1164535421130309632,2019-08-22 13:50:55,b'Kerugian pertama adalah pemilik harus mengorbankan materi. Siap untuk mengeluarkan sedikit asset untuk membeli makanan dan vaksin.',,,,b'NON-DAT \xe4\xb8\x80 NSFW \xe4\xb8\x80 OCRP',b'Xavier Paul Wolf',b'IRCNM',0,0
1164534335535403010,2019-08-22 13:46:36,"b'@gendis____ @Ladadddee @grutarmy Harusnua emang sblm nikah selengkap ini beb. \nCuma emang program pemerintah kan cuma vaksin TT. \n\nMakanya hpv sendiri, cek sperma sama rahim sendiri. Dll \nSampe tbc hepa dll :""'",,,,b'',b'Ta',b'tatafsfk',0,0
1164534210251517953,2019-08-22 13:46:06,b'@R_AmelJKT48 Bubur kacangnya doang.. Pas imunisasi kabur..',,,,"b'Rabat, Morocco'",b'NGANTUK TEROOS',b'Djo_BK',0,0
1164533145225461760,2019-08-22 13:41:52,b'@ra1xxxs Last vaksin umur 15. Info tambahan',,,,b'Johor & Perak',b'rey',b'itsahmadfitri',0,0
